Position	Gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
chrIII:12821613:12821764:Y37D8A.28:WBGene00201548	Y37D8A.28	2	8	1	1	L1	0	1	Low dose
chrIII:12891638:12891680:Y37D8A.29:WBGene00303086	Y37D8A.29	2	10	1	1	L1	1	0	Low dose
chrIII:12829367:12837274:Y37D8A.3:WBGene00012545	Y37D8A.3	2	6	1	1	L1	1	0	Low dose
chrIII:12854048:12855491:Y37D8A.5:WBGene00012547	Y37D8A.5	2	6	1	1	L1	0	1	Low dose
chrIV:3709499:3715523:Y37E11AL.1:WBGene00021357	Y37E11AL.1	2	2	1	1	L1	1	0	Low dose
chrIV:3698500:3699722:Y37E11AL.2:WBGene00021358	Y37E11AL.2	2	8	1	1	L1	1	0	Low dose
chrIV:3699803:3700654:Y37E11AL.9:WBGene00021364	Y37E11AL.9	2	14	1	1	L1	1	0	Low dose
chrIV:3699803:3700654:Y37E11AL.9:WBGene00021364	Y37E11AL.9	2	18	1	1	L1	1	0	Low dose
chrIV:3752582:3755419:Y37E11AR.7:WBGene00021373	Y37E11AR.7	2	18	1	1	L1	0	1	Low dose
chrIV:3747546:3747610:Y37E11AR.9:WBGene00220141	Y37E11AR.9	2	2	1	1	L1	1	0	Low dose
chrIV:3603549:3606466:Y37E11B.10:WBGene00021381	Y37E11B.10	2	14	1	1	L1	0	1	Low dose
chrIV:3524811:3524902:Y37E11C.3:WBGene00197241	Y37E11C.3	2	2	1	1	L1	0	1	Low dose
chrI:2107402:2108901:Y37E3.19:WBGene00044810	Y37E3.19	2	6	1	1	L1	0	1	Low dose
chrI:2085036:2085155:Y37E3.20:WBGene00044925	Y37E3.20	2	2	1	1	L1	0	1	Low dose
chrI:2085036:2085155:Y37E3.20:WBGene00044925	Y37E3.20	2	12	1	1	L1	0	1	Low dose
chrI:2085036:2085155:Y37E3.20:WBGene00044925	Y37E3.20	2	18	1	1	L1	0	1	Low dose
chrI:2069883:2070023:Y37E3.22:WBGene00044932	Y37E3.22	2	4	1	1	L1	1	0	Low dose
chrI:2149890:2149910:Y37E3.25:WBGene00195033	Y37E3.25	2	4	1	1	L1	1	0	Low dose
chrI:2149890:2149910:Y37E3.25:WBGene00195033	Y37E3.25	2	18	1	1	L1	1	0	Low dose
chrI:2084805:2085027:Y37E3.29:WBGene00200606	Y37E3.29	2	18	1	1	L1	0	1	Low dose
chrI:10858077:10858150:Y37F4.15:WBGene00220142	Y37F4.15	2	16	1	1	L1	0	1	Low dose
chrI:10850404:10851263:Y37F4.3:WBGene00021384	Y37F4.3	2	10	1	1	L1	0	1	Low dose
chrI:10850404:10851263:Y37F4.3:WBGene00021384	Y37F4.3	2	16	1	1	L1	0	1	Low dose
chrI:10867529:10868455:Y37F4.8:WBGene00044289	Y37F4.8	2	10	1	1	L1	0	1	Low dose
chrV:18138994:18140687:Y37H2A.10:WBGene00012570	Y37H2A.10	2	10	1	1	L1	0	1	Low dose
chrV:18143715:18144720:Y37H2A.14:WBGene00045416	Y37H2A.14	2	2	3	1	L1	0	1	Low dose
chrV:18143715:18144720:Y37H2A.14:WBGene00045416	Y37H2A.14	2	8	1	1	L1	0	1	Low dose
chrV:18143715:18144720:Y37H2A.14:WBGene00045416	Y37H2A.14	1	12	9	0	L1	0	1	Low dose
chrV:18131620:18133232:Y37H2A.18:WBGene00219210	Y37H2A.18	2	10	1	1	L1	1	0	Low dose
chrV:18131620:18133232:Y37H2A.18:WBGene00219210	Y37H2A.18	2	16	3	1	L1	1	0	Low dose
chrV:18133299:18134478:Y37H2A.7:WBGene00012567	Y37H2A.7	2	8	1	1	L1	1	0	Low dose
chrI:13779780:13781402:Y37H9A.2:WBGene00012577	Y37H9A.2	2	2	1	1	L1	1	0	Low dose
chrI:13778898:13792249:Y37H9A.3:WBGene00012578	Y37H9A.3	2	2	1	1	L1	1	0	Low dose
chrIV:162829:164831:Y38C1AA.6:WBGene00021397	Y38C1AA.6	2	10	1	1	L1	1	0	Low dose
chrIV:6258:6408:Y38C1AB.9:WBGene00195502	Y38C1AB.9	2	2	1	1	L1	1	0	Low dose
chrIV:6258:6408:Y38C1AB.9:WBGene00195502	Y38C1AB.9	2	10	1	1	L1	1	0	Low dose
chrIV:1802025:1803982:Y38C1BA.1:WBGene00021410	Y38C1BA.1	2	10	1	1	L1	1	0	Low dose
chrIV:1821816:1822408:Y38C1BA.4:WBGene00195012	Y38C1BA.4	2	16	1	1	L1	0	1	Low dose
chrII:12623184:12624533:Y38E10A.14:WBGene00012592	Y38E10A.14	2	8	1	1	L1	0	1	Low dose
chrII:12623184:12624533:Y38E10A.14:WBGene00012592	Y38E10A.14	2	18	1	1	L1	0	1	Low dose
chrII:12571571:12573529:Y38E10A.2:WBGene00012580	Y38E10A.2	2	6	1	1	L1	1	0	Low dose
chrII:12571571:12573529:Y38E10A.2:WBGene00012580	Y38E10A.2	2	18	1	1	L1	1	0	Low dose
chrII:12617506:12617636:Y38E10A.32:WBGene00220143	Y38E10A.32	2	4	1	1	L1	0	1	Low dose
chrII:12631187:12631995:Y38E10A.34:WBGene00304775	Y38E10A.34	2	8	1	1	L1	1	0	Low dose
chrII:12631187:12631995:Y38E10A.34:WBGene00304775	Y38E10A.34	2	14	1	1	L1	1	0	Low dose
chrII:12631187:12631995:Y38E10A.34:WBGene00304775	Y38E10A.34	2	18	1	1	L1	1	0	Low dose
chrII:12571571:12572860:Y38E10A.35:WBGene00305159	Y38E10A.35	2	6	1	1	L1	1	0	Low dose
chrII:12571571:12572860:Y38E10A.35:WBGene00305159	Y38E10A.35	2	18	1	1	L1	1	0	Low dose
chrII:12607199:12608788:Y38E10A.8:WBGene00012586	Y38E10A.8	2	6	1	1	L1	0	1	Low dose
chrII:12608952:12609647:Y38E10A.9:WBGene00012587	Y38E10A.9	2	2	1	1	L1	0	1	Low dose
chrII:12989465:12989649:Y38F1A.12:WBGene00199368	Y38F1A.12	2	4	5	1	L1	0	1	Low dose
chrII:12989465:12989649:Y38F1A.12:WBGene00199368	Y38F1A.12	2	12	1	1	L1	0	1	Low dose
chrII:12989465:12989649:Y38F1A.12:WBGene00199368	Y38F1A.12	1	18	3	0	L1	0	1	Low dose
chrIV:2316893:2316992:Y38F2AL.10:WBGene00200681	Y38F2AL.10	2	2	7	1	L1	1	0	Low dose
chrIV:2316893:2316992:Y38F2AL.10:WBGene00200681	Y38F2AL.10	2	12	3	1	L1	1	0	Low dose
chrIV:2316572:2318673:Y38F2AL.12:WBGene00219413	Y38F2AL.12	2	8	1	1	L1	1	0	Low dose
chrIV:2316893:2316992:Y38F2AL.8:WBGene00198080	Y38F2AL.8	2	2	7	1	L1	1	0	Low dose
chrIV:2316893:2316992:Y38F2AL.8:WBGene00198080	Y38F2AL.8	2	12	3	1	L1	1	0	Low dose
chrIV:2396240:2399520:Y38F2AR.10:WBGene00021428	Y38F2AR.10	2	2	1	1	L1	1	0	Low dose
chrIV:2396240:2399520:Y38F2AR.10:WBGene00021428	Y38F2AR.10	2	6	1	1	L1	1	0	Low dose
chrIV:2396240:2399520:Y38F2AR.10:WBGene00021428	Y38F2AR.10	2	16	1	1	L1	1	0	Low dose
chrIV:2408507:2408635:Y38F2AR.14:WBGene00023467	Y38F2AR.14	2	10	1	1	L1	0	1	Low dose
chrIV:2408507:2408635:Y38F2AR.14:WBGene00023467	Y38F2AR.14	2	16	1	1	L1	0	1	Low dose
chrIV:2388948:2389097:Y38F2AR.16:WBGene00197069	Y38F2AR.16	2	8	1	1	L1	1	0	Low dose
chrIV:2388950:2389244:Y38F2AR.17:WBGene00197860	Y38F2AR.17	2	8	1	1	L1	1	0	Low dose
chrV:20527792:20529260:Y38H6C.13:WBGene00012625	Y38H6C.13	2	4	1	1	L1	0	1	Low dose
chrV:20546607:20547148:Y38H6C.18:WBGene00012630	Y38H6C.18	2	2	1	1	L1	0	1	Low dose
chrV:20546607:20547148:Y38H6C.18:WBGene00012630	Y38H6C.18	2	18	1	1	L1	0	1	Low dose
chrV:20555689:20556360:Y38H6C.23:WBGene00012634	Y38H6C.23	2	4	1	1	L1	1	0	Low dose
chrV:20519226:20520062:Y38H6C.25:WBGene00194744	Y38H6C.25	2	2	3	1	L1	1	0	Low dose
chrV:20519226:20520062:Y38H6C.25:WBGene00194744	Y38H6C.25	2	8	1	1	L1	1	0	Low dose
chrV:20519226:20520062:Y38H6C.25:WBGene00194744	Y38H6C.25	2	12	1	1	L1	1	0	Low dose
chrV:20519226:20520062:Y38H6C.25:WBGene00194744	Y38H6C.25	2	16	1	1	L1	1	0	Low dose
chrV:20504874:20505097:Y38H6C.4:WBGene00012617	Y38H6C.4	2	2	1	1	L1	1	0	Low dose
chrIV:13474431:13476253:Y38H8A.2:WBGene00012636	Y38H8A.2	2	4	1	1	L1	0	1	Low dose
chrIV:13474431:13476253:Y38H8A.2:WBGene00012636	Y38H8A.2	2	12	1	1	L1	0	1	Low dose
chrIV:13474431:13476253:Y38H8A.2:WBGene00012636	Y38H8A.2	2	18	1	1	L1	0	1	Low dose
chrIV:13472496:13474019:Y38H8A.3:WBGene00012637	Y38H8A.3	1	20	1	0	L1	0	1	Low dose
chrIII:10686940:10691101:Y39A1A.17:WBGene00012655	Y39A1A.17	2	10	1	1	L1	1	0	Low dose
chrIII:10686940:10691101:Y39A1A.17:WBGene00012655	Y39A1A.17	2	16	1	1	L1	1	0	Low dose
chrIII:10638970:10639743:Y39A1A.27:WBGene00194731	Y39A1A.27	2	6	1	1	L1	1	0	Low dose
chrIII:10630066:10633501:Y39A1A.9:WBGene00012648	Y39A1A.9	2	2	1	1	L1	1	0	Low dose
chrIII:10630066:10633501:Y39A1A.9:WBGene00012648	Y39A1A.9	2	10	1	1	L1	1	0	Low dose
chrIII:2006028:2009196:Y39A3B.1:WBGene00021436	Y39A3B.1	2	2	1	1	L1	1	0	Low dose
chrIII:1985108:1987466:Y39A3B.3:WBGene00021438	Y39A3B.3	2	18	1	1	L1	1	0	Low dose
chrIII:1881157:1883017:Y39A3CR.8:not found 33	Y39A3CR.8	2	2	1	1	L1	1	0	Low dose
chrV:19201012:19203607:Y39B6A.1:WBGene00012664	Y39B6A.1	2	2	1	1	L1	1	0	Low dose
chrV:19201012:19203607:Y39B6A.1:WBGene00012664	Y39B6A.1	2	10	1	1	L1	1	0	Low dose
chrV:19031741:19035255:Y39B6A.27:WBGene00012686	Y39B6A.27	2	4	1	1	L1	0	1	Low dose
chrV:19020483:19024783:Y39B6A.29:WBGene00012688	Y39B6A.29	2	14	1	1	L1	0	1	Low dose
chrV:19014572:19020061:Y39B6A.30:WBGene00012689	Y39B6A.30	2	2	3	1	L1	0	1	Low dose
chrV:19014572:19020061:Y39B6A.30:WBGene00012689	Y39B6A.30	2	8	1	1	L1	0	1	Low dose
chrV:19014572:19020061:Y39B6A.30:WBGene00012689	Y39B6A.30	1	12	9	0	L1	0	1	Low dose
chrV:19152236:19152450:Y39B6A.69:WBGene00195240	Y39B6A.69	2	4	3	1	L1	1	0	Low dose
chrV:19152236:19152450:Y39B6A.69:WBGene00195240	Y39B6A.69	2	12	1	1	L1	1	0	Low dose
chrV:19029252:19033214:Y39B6A.84:WBGene00220256	Y39B6A.84	2	4	1	1	L1	0	1	Low dose
chrV:19136505:19139090:Y39B6A.9:WBGene00012671	Y39B6A.9	2	2	1	1	L1	1	0	Low dose
chrV:19136505:19139090:Y39B6A.9:WBGene00012671	Y39B6A.9	2	18	1	1	L1	1	0	Low dose
chrV:418731:421840:Y39D8A.1:WBGene00021448	Y39D8A.1	2	2	1	1	L1	1	0	Low dose
chrV:418731:421840:Y39D8A.1:WBGene00021448	Y39D8A.1	2	4	1	1	L1	0	1	Low dose
chrV:418731:421840:Y39D8A.1:WBGene00021448	Y39D8A.1	2	8	1	1	L1	0	1	Low dose
chrV:372720:373263:Y39D8B.4:WBGene00196358	Y39D8B.4	2	4	3	1	L1	0	1	Low dose
chrV:372720:373263:Y39D8B.4:WBGene00196358	Y39D8B.4	2	12	3	1	L1	0	1	Low dose
chrV:372720:373263:Y39D8B.4:WBGene00196358	Y39D8B.4	1	18	3	0	L1	0	1	Low dose
chrV:325971:326002:Y39D8C.2:WBGene00044750	Y39D8C.2	2	8	1	1	L1	0	1	Low dose
chrV:325971:326002:Y39D8C.2:WBGene00044750	Y39D8C.2	2	14	1	1	L1	0	1	Low dose
chrIII:13204981:13207393:Y39E4B.11:WBGene00012720	Y39E4B.11	2	18	1	1	L1	1	0	Low dose
chrIII:13091111:13093659:Y39E4B.13:WBGene00012721	Y39E4B.13	2	2	1	1	L1	1	0	Low dose
chrIII:13091111:13093659:Y39E4B.13:WBGene00012721	Y39E4B.13	2	16	1	1	L1	1	0	Low dose
chrII:675602:678420:Y39F10C.1:WBGene00021457	Y39F10C.1	2	4	1	1	L1	1	0	Low dose
chrI:2323915:2327329:Y39G10AR.15:WBGene00021471	Y39G10AR.15	2	2	1	1	L1	0	1	Low dose
chrI:2323915:2327329:Y39G10AR.15:WBGene00021471	Y39G10AR.15	2	16	1	1	L1	0	1	Low dose
chrI:2323915:2327329:Y39G10AR.15:WBGene00021471	Y39G10AR.15	1	20	1	0	L1	0	1	Low dose
chrI:2330894:2332652:Y39G10AR.16:WBGene00021472	Y39G10AR.16	2	4	1	1	L1	1	0	Low dose
chrI:2330894:2332652:Y39G10AR.16:WBGene00021472	Y39G10AR.16	2	12	1	1	L1	1	0	Low dose
chrII:13970583:13972946:Y39G8B.1:WBGene00012722	Y39G8B.1	2	2	1	1	L1	1	0	Low dose
chrII:13989374:13989470:Y39G8B.11:WBGene00196926	Y39G8B.11	2	2	1	1	L1	0	1	Low dose
chrII:13983014:13983047:Y39G8B.13:WBGene00303087	Y39G8B.13	2	8	3	1	L1	0	1	Low dose
chrII:13983014:13983047:Y39G8B.13:WBGene00303087	Y39G8B.13	2	16	1	1	L1	0	1	Low dose
chrII:13987615:13991838:Y39G8B.5:WBGene00012726	Y39G8B.5	2	12	5	1	L1	1	0	Low dose
chrII:13987615:13991838:Y39G8B.5:WBGene00012726	Y39G8B.5	1	20	1	0	L1	1	0	Low dose
chrII:14095446:14097446:Y39G8C.2:WBGene00012731	Y39G8C.2	2	2	1	1	L1	1	0	Low dose
chrII:14095446:14097446:Y39G8C.2:WBGene00012731	Y39G8C.2	2	12	1	1	L1	1	0	Low dose
chrII:14095446:14097446:Y39G8C.2:WBGene00012731	Y39G8C.2	2	18	1	1	L1	1	0	Low dose
chrV:3670812:3672237:Y39H10B.3:WBGene00194902	Y39H10B.3	1	20	1	0	L1	0	1	Low dose
chrX:1990733:1992649:Y40A1A.2:WBGene00021484	Y40A1A.2	2	14	3	1	L1	1	0	Low dose
chrX:1990733:1992649:Y40A1A.2:WBGene00021484	Y40A1A.2	1	20	1	0	L1	1	0	Low dose
chrV:2043239:2046253:Y40B10A.5:WBGene00021490	Y40B10A.5	2	6	1	1	L1	1	0	Low dose
chrV:2043239:2046253:Y40B10A.5:WBGene00021490	Y40B10A.5	2	18	1	1	L1	1	0	Low dose
chrV:1960136:1961403:Y40B10B.1:WBGene00021494	Y40B10B.1	2	6	3	1	L1	0	1	Low dose
chrV:1962974:1963083:Y40B10B.3:WBGene00200592	Y40B10B.3	2	6	1	1	L1	0	1	Low dose
chrI:13369998:13370080:Y40B1A.5:WBGene00199416	Y40B1A.5	2	2	1	1	L1	1	0	Low dose
chrI:13369998:13370080:Y40B1A.5:WBGene00199416	Y40B1A.5	2	12	1	1	L1	1	0	Low dose
chrI:13369998:13370080:Y40B1A.5:WBGene00199416	Y40B1A.5	2	18	1	1	L1	1	0	Low dose
chrI:13370684:13370819:Y40B1A.6:WBGene00220147	Y40B1A.6	2	8	1	1	L1	0	1	Low dose
chrI:13370684:13370819:Y40B1A.6:WBGene00220147	Y40B1A.6	2	12	1	1	L1	0	1	Low dose
chrX:17261754:17262044:Y40C7B.7:WBGene00199090	Y40C7B.7	2	4	1	1	L1	0	1	Low dose
chrIV:15219545:15220349:Y40H7A.11:WBGene00012748	Y40H7A.11	2	8	5	1	L1	0	1	Low dose
chrIV:15219545:15220349:Y40H7A.11:WBGene00012748	Y40H7A.11	2	16	1	1	L1	0	1	Low dose
chrIV:15156654:15158984:Y40H7A.2:WBGene00012742	Y40H7A.2	2	14	1	1	L1	1	0	Low dose
chrIII:11719833:11721077:Y41C4A.11:WBGene00012757	Y41C4A.11	2	4	1	1	L1	1	0	Low dose
chrIII:11719833:11721077:Y41C4A.11:WBGene00012757	Y41C4A.11	2	14	1	1	L1	1	0	Low dose
chrIII:11641460:11641923:Y41C4A.17:WBGene00012760	Y41C4A.17	2	10	1	1	L1	0	1	Low dose
chrIII:11695274:11696480:Y41C4A.22:WBGene00194866	Y41C4A.22	2	4	1	1	L1	1	0	Low dose
chrIII:11733818:11733940:Y41C4A.28:WBGene00202432	Y41C4A.28	2	8	1	1	L1	0	1	Low dose
chrIII:11674954:11675007:Y41C4A.30:WBGene00220150	Y41C4A.30	2	6	1	1	L1	0	1	Low dose
chrIII:11721705:11723606:Y41C4A.32:WBGene00270321	Y41C4A.32	2	8	1	1	L1	0	1	Low dose
chrIII:11721705:11723606:Y41C4A.32:WBGene00270321	Y41C4A.32	2	14	1	1	L1	0	1	Low dose
chrIII:11721705:11723606:Y41C4A.32:WBGene00270321	Y41C4A.32	1	18	3	0	L1	0	1	Low dose
chrIII:11696574:11698306:Y41C4A.6:WBGene00012753	Y41C4A.6	2	10	1	1	L1	0	1	Low dose
chrIII:11698868:11700160:Y41C4A.7:WBGene00012754	Y41C4A.7	2	6	1	1	L1	0	1	Low dose
chrIII:11698868:11700160:Y41C4A.7:WBGene00012754	Y41C4A.7	2	12	1	1	L1	0	1	Low dose
chrIV:1745752:1751698:Y41D4A.4:WBGene00021506	Y41D4A.4	2	2	1	1	L1	1	0	Low dose
chrIV:1672697:1676366:Y41D4B.1:WBGene00021511	Y41D4B.1	2	12	1	1	L1	0	1	Low dose
chrIV:1605708:1608903:Y41D4B.11:WBGene00021514	Y41D4B.11	2	12	1	1	L1	1	0	Low dose
chrIV:1605708:1608903:Y41D4B.11:WBGene00021514	Y41D4B.11	1	20	1	0	L1	1	0	Low dose
chrIV:1569710:1569803:Y41D4B.33:WBGene00220152	Y41D4B.33	2	2	1	1	L1	1	0	Low dose
chrIV:1569710:1569803:Y41D4B.33:WBGene00220152	Y41D4B.33	2	10	1	1	L1	1	0	Low dose
chrIV:1574818:1574961:Y41D4B.34:WBGene00220153	Y41D4B.34	2	10	1	1	L1	1	0	Low dose
chrIV:15061874:15065753:Y41E3.18:WBGene00044003	Y41E3.18	2	12	1	1	L1	0	1	Low dose
chrIV:15056130:15057919:Y41E3.19:WBGene00044979	Y41E3.19	2	2	7	1	L1	1	0	Low dose
chrIV:15056130:15057919:Y41E3.19:WBGene00044979	Y41E3.19	2	14	1	1	L1	1	0	Low dose
chrIV:15096096:15096299:Y41E3.465:WBGene00235107	Y41E3.465	2	10	3	1	L1	0	1	Low dose
chrX:2990126:2990228:Y41G9A.16:WBGene00220158	Y41G9A.16	2	6	3	1	L1	1	0	Low dose
chrX:2990126:2990228:Y41G9A.16:WBGene00220158	Y41G9A.16	2	12	1	1	L1	1	0	Low dose
chrX:2990126:2990228:Y41G9A.16:WBGene00220158	Y41G9A.16	2	16	1	1	L1	1	0	Low dose
chrX:2990126:2990228:Y41G9A.16:WBGene00220158	Y41G9A.16	1	20	1	0	L1	1	0	Low dose
chrX:2996305:2999752:Y41G9A.17:WBGene00304825	Y41G9A.17	2	2	1	1	L1	1	0	Low dose
chrX:2996305:2999752:Y41G9A.17:WBGene00304825	Y41G9A.17	2	12	3	1	L1	1	0	Low dose
chrX:3000511:3003803:Y41G9A.6:WBGene00021530	Y41G9A.6	2	2	3	1	L1	0	1	Low dose
chrX:3000511:3003803:Y41G9A.6:WBGene00021530	Y41G9A.6	2	18	1	1	L1	0	1	Low dose
chrV:11093577:11093725:Y42A5A.12:WBGene00201123	Y42A5A.12	2	6	1	1	L1	1	0	Low dose
chrV:11089120:11089262:Y42A5A.8:WBGene00195685	Y42A5A.8	2	12	1	1	L1	1	0	Low dose
chrV:11098927:11099073:Y42A5A.9:WBGene00198898	Y42A5A.9	2	6	1	1	L1	1	0	Low dose
chrV:11098927:11099073:Y42A5A.9:WBGene00198898	Y42A5A.9	2	12	1	1	L1	1	0	Low dose
chrV:11098927:11099073:Y42A5A.9:WBGene00198898	Y42A5A.9	1	18	3	0	L1	1	0	Low dose
chrIII:6148144:6149047:Y42G9A.2:WBGene00021532	Y42G9A.2	2	6	1	1	L1	1	0	Low dose
chrIV:10274035:10275409:Y43C5A.3:WBGene00012783	Y43C5A.3	2	8	1	1	L1	0	1	Low dose
chrIV:10274035:10275409:Y43C5A.3:WBGene00012783	Y43C5A.3	2	14	1	1	L1	0	1	Low dose
chrIV:10274035:10275409:Y43C5A.3:WBGene00012783	Y43C5A.3	1	18	3	0	L1	0	1	Low dose
chrIV:10351428:10352343:Y43C5B.2:WBGene00012785	Y43C5B.2	2	8	1	1	L1	1	0	Low dose
chrIV:16775754:16785176:Y43D4A.5:WBGene00012791	Y43D4A.5	2	2	1	1	L1	1	0	Low dose
chrIV:16775754:16785176:Y43D4A.5:WBGene00012791	Y43D4A.5	2	10	1	1	L1	1	0	Low dose
chrIV:10987899:10989221:Y43E12A.3:WBGene00012795	Y43E12A.3	2	18	1	1	L1	1	0	Low dose
chrIII:13245581:13246014:Y43F4A.4:WBGene00012799	Y43F4A.4	2	4	3	1	L1	1	0	Low dose
chrIII:13245581:13246014:Y43F4A.4:WBGene00012799	Y43F4A.4	2	18	1	1	L1	1	0	Low dose
chrIII:13303338:13303413:Y43F4B.11:WBGene00045072	Y43F4B.11	2	16	1	1	L1	0	1	Low dose
chrIII:13303427:13303563:Y43F4B.12:WBGene00045113	Y43F4B.12	2	16	1	1	L1	0	1	Low dose
chrV:19370488:19371384:Y43F8A.1:WBGene00012808	Y43F8A.1	2	4	1	1	L1	1	0	Low dose
chrV:19371552:19376249:Y43F8A.2:WBGene00012809	Y43F8A.2	2	8	1	1	L1	0	1	Low dose
chrV:19474463:19475766:Y43F8B.10:WBGene00012820	Y43F8B.10	2	2	1	1	L1	1	0	Low dose
chrV:19470684:19472521:Y43F8B.11:WBGene00012821	Y43F8B.11	2	2	1	1	L1	0	1	Low dose
chrV:19470684:19472521:Y43F8B.11:WBGene00012821	Y43F8B.11	2	6	7	1	L1	0	1	Low dose
chrV:19470684:19472521:Y43F8B.11:WBGene00012821	Y43F8B.11	1	16	5	0	L1	0	1	Low dose
chrV:19469015:19469554:Y43F8B.12:WBGene00012822	Y43F8B.12	2	6	1	1	L1	1	0	Low dose
chrV:19469015:19469554:Y43F8B.12:WBGene00012822	Y43F8B.12	1	12	9	0	L1	1	0	Low dose
chrV:19452121:19455971:Y43F8B.14:WBGene00012824	Y43F8B.14	2	10	1	1	L1	1	0	Low dose
chrV:19452121:19455971:Y43F8B.14:WBGene00012824	Y43F8B.14	2	16	1	1	L1	1	0	Low dose
chrV:19452121:19455971:Y43F8B.14:WBGene00012824	Y43F8B.14	1	20	1	0	L1	1	0	Low dose
chrV:19460605:19462120:Y43F8B.15:WBGene00045415	Y43F8B.15	2	8	1	1	L1	0	1	Low dose
chrV:19485915:19487851:Y43F8B.18:WBGene00050911	Y43F8B.18	2	16	1	1	L1	1	0	Low dose
chrV:19465853:19467648:Y43F8B.23:WBGene00194815	Y43F8B.23	2	6	1	1	L1	1	0	Low dose
chrV:19465853:19467648:Y43F8B.23:WBGene00194815	Y43F8B.23	2	12	1	1	L1	1	0	Low dose
chrV:19465853:19467648:Y43F8B.23:WBGene00194815	Y43F8B.23	1	20	1	0	L1	1	0	Low dose
chrV:19517171:19517321:Y43F8B.26:WBGene00200892	Y43F8B.26	2	8	1	1	L1	0	1	Low dose
chrV:19517171:19517321:Y43F8B.26:WBGene00200892	Y43F8B.26	2	12	3	1	L1	0	1	Low dose
chrV:19517171:19517321:Y43F8B.26:WBGene00200892	Y43F8B.26	2	18	1	1	L1	0	1	Low dose
chrV:19491601:19491820:Y43F8B.29:WBGene00219455	Y43F8B.29	2	6	1	1	L1	1	0	Low dose
chrV:19491601:19491820:Y43F8B.29:WBGene00219455	Y43F8B.29	2	10	3	1	L1	1	0	Low dose
chrV:19491601:19491820:Y43F8B.29:WBGene00219455	Y43F8B.29	2	16	1	1	L1	1	0	Low dose
chrV:19491601:19491820:Y43F8B.29:WBGene00219455	Y43F8B.29	1	20	1	0	L1	1	0	Low dose
chrV:19503107:19519950:Y43F8B.3:WBGene00012814	Y43F8B.3	2	2	1	1	L1	1	0	Low dose
chrV:19716146:19717577:Y43F8C.17:WBGene00012838	Y43F8C.17	2	4	1	1	L1	0	1	Low dose
chrV:19716146:19717577:Y43F8C.17:WBGene00012838	Y43F8C.17	1	18	3	0	L1	0	1	Low dose
chrV:19614506:19622626:Y43F8C.3:WBGene00012825	Y43F8C.3	2	2	1	1	L1	1	0	Low dose
chrV:20814723:20815895:Y44A6D.7:WBGene00077681	Y44A6D.7	2	4	3	1	L1	1	0	Low dose
chrV:20814723:20815895:Y44A6D.7:WBGene00077681	Y44A6D.7	2	12	1	1	L1	1	0	Low dose
chrV:20814723:20815895:Y44A6D.7:WBGene00077681	Y44A6D.7	2	18	1	1	L1	1	0	Low dose
chrIV:13854352:13858467:Y45F10C.1:WBGene00012877	Y45F10C.1	2	14	1	1	L1	1	0	Low dose
chrIV:13803962:13807819:Y45F10D.14:WBGene00012892	Y45F10D.14	2	6	1	1	L1	1	0	Low dose
chrIII:10558188:10561948:Y45F3A.1:WBGene00012859	Y45F3A.1	2	10	1	1	L1	1	0	Low dose
chrV:4144504:4147575:Y45G5AL.1:WBGene00021554	Y45G5AL.1	2	2	1	1	L1	1	0	Low dose
chrV:4163221:4163611:Y45G5AM.4:WBGene00043666	Y45G5AM.4	2	8	1	1	L1	1	0	Low dose
chrV:4163221:4163611:Y45G5AM.4:WBGene00043666	Y45G5AM.4	1	20	1	0	L1	1	0	Low dose
chrII:862926:866901:Y46B2A.3:WBGene00021578	Y46B2A.3	2	2	1	1	L1	1	0	Low dose
chrII:861863:862405:Y46B2A.4:WBGene00284850	Y46B2A.4	2	10	1	1	L1	0	1	Low dose
chrIII:1758720:1759783:Y46E12A.2:WBGene00021592	Y46E12A.2	2	6	1	1	L1	0	1	Low dose
chrIII:1756990:1758251:Y46E12A.5:WBGene00194738	Y46E12A.5	2	4	3	1	L1	1	0	Low dose
chrIII:1756990:1758251:Y46E12A.5:WBGene00194738	Y46E12A.5	2	18	1	1	L1	1	0	Low dose
chrIII:1774555:1774730:Y46E12A.9:WBGene00201511	Y46E12A.9	2	8	1	1	L1	1	0	Low dose
chrII:15206832:15206982:Y46E12BR.2:WBGene00201885	Y46E12BR.2	2	16	1	1	L1	0	1	Low dose
chrII:12811008:12811933:Y46G5A.20:WBGene00012910	Y46G5A.20	2	8	1	1	L1	0	1	Low dose
chrII:12811008:12811933:Y46G5A.20:WBGene00012910	Y46G5A.20	2	18	1	1	L1	0	1	Low dose
chrII:12828552:12828963:Y46G5A.23:WBGene00012913	Y46G5A.23	2	8	1	1	L1	0	1	Low dose
chrII:12850428:12851902:Y46G5A.28:WBGene00012916	Y46G5A.28	1	20	1	0	L1	1	0	Low dose
chrII:12823648:12824177:Y46G5A.36:WBGene00012921	Y46G5A.36	2	10	1	1	L1	0	1	Low dose
chrII:12823648:12824177:Y46G5A.36:WBGene00012921	Y46G5A.36	2	18	1	1	L1	1	0	Low dose
chrII:12827031:12827519:Y46G5A.38:WBGene00044043	Y46G5A.38	2	2	1	1	L1	1	0	Low dose
chrII:12827031:12827519:Y46G5A.38:WBGene00044043	Y46G5A.38	2	6	1	1	L1	1	0	Low dose
