gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
Gene:WBGene00002263:26G:K08H10.1, lea-1:ALG	K08H10.1, lea-1	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00002297:26G:ect-2, T19E10.1:ALG, CSR	ect-2, T19E10.1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00002694:26G:C10H11.9, let-502:ALG, CSR	C10H11.9, let-502	2	2	3	1	L1	1	0	Low dose
Gene:WBGene00002855:26G:C05D11.12, let-721:ALG, CSR	C05D11.12, let-721	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00003579:26G:ndx-2, W02G9.1:ALG, WAGO	ndx-2, W02G9.1	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	2	14	1	1	L1	1	0	Low dose
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00003920:26G:M117.2, par-5:ALG, CSR	M117.2, par-5	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00003924:26G:pas-3, Y110A7A.14:ALG, CSR	pas-3, Y110A7A.14	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00003925:26G:C36B1.4, pas-4:ALG	C36B1.4, pas-4	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00003928:26G:pas-7, ZK945.2:ALG, CSR	pas-7, ZK945.2	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00003928:26G:pas-7, ZK945.2:ALG, CSR	pas-7, ZK945.2	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00003947:26G:K08D12.1, pbs-1:ALG, CSR	K08D12.1, pbs-1	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00003947:26G:K08D12.1, pbs-1:ALG, CSR	K08D12.1, pbs-1	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00003947:26G:K08D12.1, pbs-1:ALG, CSR	K08D12.1, pbs-1	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00003949:26G:pbs-3, Y38A8.2:ALG, CSR	pbs-3, Y38A8.2	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00003989:26G:pfn-1, Y18D10A.20:ALG, CSR	pfn-1, Y18D10A.20	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00004178:26G:D2030.6, prg-1:ALG	D2030.6, prg-1	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00004178:26G:D2030.6, prg-1:ALG	D2030.6, prg-1	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00004178:26G:D2030.6, prg-1:ALG	D2030.6, prg-1	2	16	3	1	L1	1	0	Low dose
Gene:WBGene00004242:26G:F18A11.1, puf-6:ALG, CSR	F18A11.1, puf-6	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00004269:26G:F59B2.7, rab-6.1:ALG	F59B2.7, rab-6.1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00004269:26G:F59B2.7, rab-6.1:ALG	F59B2.7, rab-6.1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00004458:26G:rpn-1, T22D1.9:ALG, CSR	rpn-1, T22D1.9	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00004458:26G:rpn-1, T22D1.9:ALG, CSR	rpn-1, T22D1.9	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00004458:26G:rpn-1, T22D1.9:ALG, CSR	rpn-1, T22D1.9	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00004501:26G:C52E4.4, rpt-1:ALG, CSR	C52E4.4, rpt-1	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00004501:26G:C52E4.4, rpt-1:ALG, CSR	C52E4.4, rpt-1	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00004501:26G:C52E4.4, rpt-1:ALG, CSR	C52E4.4, rpt-1	2	16	3	1	L1	1	0	Low dose
Gene:WBGene00004700:26G:rsp-3, Y111B2A.18:ALG	rsp-3, Y111B2A.18	2	2	3	1	L1	1	0	Low dose
Gene:WBGene00004700:26G:rsp-3, Y111B2A.18:ALG	rsp-3, Y111B2A.18	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00004705:26G:C18D11.4, rsp-8:ALG	C18D11.4, rsp-8	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00004705:26G:C18D11.4, rsp-8:ALG	C18D11.4, rsp-8	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00004737:26G:F10G7.4, scc-1:ALG, CSR	F10G7.4, scc-1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00004798:26G:F43D9.4, sip-1:ALG, CSR	F43D9.4, sip-1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00004855:26G:R31.1, sma-1:ERGO, WAGO	R31.1, sma-1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00004953:26G:F32H2.3, spd-2:ALG, CSR	F32H2.3, spd-2	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00005019:26G:D2096.4, sqv-1:ALG, CSR	D2096.4, sqv-1	2	4	3	1	L1	0	1	Low dose
Gene:WBGene00005255:NA:srh-32, Y26G10.2:unk	srh-32, Y26G10.2	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00006059:26G:F54C9.2, stc-1:ALG	F54C9.2, stc-1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00006241:NA:F26G5.2, str-208:unk	F26G5.2, str-208	2	4	1	1	L1	1	0	Low dose
Gene:WBGene00006536:26G:K01G5.7, tbb-1:ALG, CSR	K01G5.7, tbb-1	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00006626:26G:F10G7.2, tsn-1:ALG, CSR	F10G7.2, tsn-1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00006660:26G:B0334.2, twk-5:ERGO	B0334.2, twk-5	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00006699:26G:C47E12.5, uba-1:ALG, CSR	C47E12.5, uba-1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00006715:26G:F40G9.3, ubc-20:ALG, CSR	F40G9.3, ubc-20	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00006720:26G:F25H2.8, ubc-25:ALG, CSR	F25H2.8, ubc-25	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00006733:26G:F19B6.2, ufd-1:ALG, CSR	F19B6.2, ufd-1	2	4	3	1	L1	0	1	Low dose
Gene:WBGene00006734:26G:T05H10.5, ufd-2:ALG, CSR	T05H10.5, ufd-2	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00006734:26G:T05H10.5, ufd-2:ALG, CSR	T05H10.5, ufd-2	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00006768:26G:unc-32, ZK637.8:ALG, CSR	unc-32, ZK637.8	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00006833:26G:F53F10.4, unc-108:ALG, CSR	F53F10.4, unc-108	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00006888:26G:vbh-1, Y54E10A.9:ALG, CSR	vbh-1, Y54E10A.9	2	2	3	1	L1	0	1	Low dose
Gene:WBGene00006888:26G:vbh-1, Y54E10A.9:ALG, CSR	vbh-1, Y54E10A.9	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00006888:26G:vbh-1, Y54E10A.9:ALG, CSR	vbh-1, Y54E10A.9	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00006924:26G:F56D12.5, vig-1:ALG, CSR	F56D12.5, vig-1	2	12	3	1	L1	0	1	Low dose
Gene:WBGene00006975:26G:F54F2.2, zfp-1:ALG	F54F2.2, zfp-1	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00006975:26G:F54F2.2, zfp-1:ALG	F54F2.2, zfp-1	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00007307:26G:C04G2.8, spch-1:ALG	C04G2.8, spch-1	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00007307:26G:C04G2.8, spch-1:ALG	C04G2.8, spch-1	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00007309:26G:C04G2.10:ALG, WAGO	C04G2.10	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00007309:26G:C04G2.10:ALG, WAGO	C04G2.10	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00007354:26G:C06A1.3:ALG, WAGO	C06A1.3	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00007554:26G:C13G3.3, pptr-2:ALG, CSR	C13G3.3, pptr-2	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	2	8	3	1	L1	1	0	Low dose
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	2	16	1	1	L1	1	0	Low dose
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00007640:26G:C17D12.7, pcmd-1:ERGO	C17D12.7, pcmd-1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00007640:26G:C17D12.7, pcmd-1:ERGO	C17D12.7, pcmd-1	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00007683:26G:C18E9.2:ALG	C18E9.2	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00007683:26G:C18E9.2:ALG	C18E9.2	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00007751:NA:C26G2.2:unk	C26G2.2	2	14	1	1	L1	1	0	Low dose
Gene:WBGene00007751:NA:C26G2.2:unk	C26G2.2	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00008019:26G:C38H2.2:ALG	C38H2.2	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00008136:26G:C47D12.2:ALG	C47D12.2	2	2	3	1	L1	0	1	Low dose
Gene:WBGene00008149:26G:C47E12.4, pyp-1:ALG, CSR	C47E12.4, pyp-1	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00008385:26G:D1081.7:ALG, CSR	D1081.7	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00008740:26G:F13D12.5:ALG, CSR	F13D12.5	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00008780:26G:F14B4.2, hxk-1:ALG, CSR	F14B4.2, hxk-1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00008780:26G:F14B4.2, hxk-1:ALG, CSR	F14B4.2, hxk-1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00009457:26G:F36A2.10:ALG	F36A2.10	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00009542:26G:copb-2, F38E11.5:ALG, CSR	copb-2, F38E11.5	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00009542:26G:copb-2, F38E11.5:ALG, CSR	copb-2, F38E11.5	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00009583:26G:aagr-3, F40F9.6:ALG, WAGO	aagr-3, F40F9.6	2	4	1	1	L1	1	0	Low dose
Gene:WBGene00009643:26G:F42G4.6:ALG	F42G4.6	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00009783:26G:F46C5.8, rer-1:ALG	F46C5.8, rer-1	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00009783:26G:F46C5.8, rer-1:ALG	F46C5.8, rer-1	2	12	7	1	L1	1	0	Low dose
Gene:WBGene00009962:26G:F53B6.7:ALG, WAGO	F53B6.7	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00010061:26G:F54E12.2:ALG, CSR	F54E12.2	2	4	1	1	L1	1	0	Low dose
Gene:WBGene00010309:26G:F59B2.5, rpn-6.2:ALG, WAGO	F59B2.5, rpn-6.2	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00010405:26G:erfa-3, H19N07.1:ALG, CSR	erfa-3, H19N07.1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00010491:26G:K02B7.3:ALG, WAGO	K02B7.3	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00010491:26G:K02B7.3:ALG, WAGO	K02B7.3	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00010491:26G:K02B7.3:ALG, WAGO	K02B7.3	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00010547:26G:K03H1.12:ALG	K03H1.12	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00010631:26G:cash-1, K07C5.8:ALG, CSR	cash-1, K07C5.8	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00010734:26G:K10C8.1, parn-1:ALG, WAGO	K10C8.1, parn-1	2	16	1	1	L1	1	0	Low dose
Gene:WBGene00011176:26G:R09E10.6:ALG	R09E10.6	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00011480:26G:enpl-1, T05E11.3:ALG, CSR	enpl-1, T05E11.3	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00011638:26G:ostb-1, T09A5.11:ALG, CSR	ostb-1, T09A5.11	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00011835:26G:pgap-1, T19B10.8:ALG, CSR	pgap-1, T19B10.8	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00011884:26G:enol-1, T21B10.2:ALG, CSR	enol-1, T21B10.2	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00011884:26G:enol-1, T21B10.2:ALG, CSR	enol-1, T21B10.2	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00011884:26G:enol-1, T21B10.2:ALG, CSR	enol-1, T21B10.2	2	12	5	1	L1	1	0	Low dose
Gene:WBGene00011892:26G:erh-1, T21C9.4:ALG	erh-1, T21C9.4	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00011892:26G:erh-1, T21C9.4:ALG	erh-1, T21C9.4	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00011968:26G:T23G11.1:ALG	T23G11.1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00012060:NA:T26G10.3:unk	T26G10.3	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00012061:22G:T26G10.4:WAGO	T26G10.4	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00012156:26G:ebp-2, VW02B12L.3:ALG, CSR	ebp-2, VW02B12L.3	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00012156:26G:ebp-2, VW02B12L.3:ALG, CSR	ebp-2, VW02B12L.3	2	12	7	1	L1	1	0	Low dose
Gene:WBGene00012219:26G:W03C9.1:ALG, WAGO	W03C9.1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00012272:26G:dhc-4, W05B2.4:ERGO	dhc-4, W05B2.4	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00012765:26G:Y41E3.7:ALG, CSR	Y41E3.7	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00013198:26G:Y54E5A.2:ALG, WAGO	Y54E5A.2	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00013590:26G:Y81G3A.1:ALG	Y81G3A.1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00013924:26G:rad-23, ZK20.3:ALG, CSR	rad-23, ZK20.3	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00013924:26G:rad-23, ZK20.3:ALG, CSR	rad-23, ZK20.3	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00013924:26G:rad-23, ZK20.3:ALG, CSR	rad-23, ZK20.3	2	16	3	1	L1	1	0	Low dose
Gene:WBGene00013953:26G:ZK262.8:ERGO, WAGO	ZK262.8	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00014121:26G:ZK858.8:ALG, WAGO	ZK858.8	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00014172:26G:clpp-1, ZK970.2:ALG	clpp-1, ZK970.2	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00014865:NA:Y26G10.t1:unk	Y26G10.t1	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00015073:26G:B0238.9:ALG, CSR	B0238.9	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00015203:26G:B0495.2, cdk-11.1:ALG	B0495.2, cdk-11.1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00015351:26G:C02F5.10:ALG	C02F5.10	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00016278:26G:C30H7.2, erp-44.1:ALG, CSR	C30H7.2, erp-44.1	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00016541:26G:C39H7.1:ALG	C39H7.1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00016561:26G:C41D11.1, eri-6:ERGO, WAGO	C41D11.1, eri-6	2	8	3	1	L1	1	0	Low dose
Gene:WBGene00016561:26G:C41D11.1, eri-6:ERGO, WAGO	C41D11.1, eri-6	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00016741:26G:C48B6.3:ALG, CSR	C48B6.3	2	14	3	1	L1	0	1	Low dose
Gene:WBGene00016977:26G:akap-1, C56G2.1:ALG, CSR	akap-1, C56G2.1	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00016977:26G:akap-1, C56G2.1:ALG, CSR	akap-1, C56G2.1	2	14	3	1	L1	1	0	Low dose
Gene:WBGene00016981:26G:C56G2.7, rpn-13:ALG, CSR	C56G2.7, rpn-13	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00017088:26G:akir-1, E01A2.6:ALG, CSR	akir-1, E01A2.6	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00017328:26G:F10C5.2, nemp-1:ALG, CSR	F10C5.2, nemp-1	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00017354:26G:F10E9.2:ALG, WAGO	F10E9.2	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00017354:26G:F10E9.2:ALG, WAGO	F10E9.2	2	16	3	1	L1	1	0	Low dose
Gene:WBGene00017441:26G:F13H8.8:ALG, WAGO	F13H8.8	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00017838:NA:F26G1.2:unk	F26G1.2	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00017838:NA:F26G1.2:unk	F26G1.2	2	14	5	1	L1	0	1	Low dose
Gene:WBGene00017840:NA:F26G1.4, ttm-2:unk	F26G1.4, ttm-2	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00017843:22G:F26G5.1:CSR	F26G5.1	2	4	1	1	L1	1	0	Low dose
Gene:WBGene00018008:26G:F33D11.11, vpr-1:ALG, CSR	F33D11.11, vpr-1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00018017:26G:F33G12.5, golg-2:ALG, CSR	F33G12.5, golg-2	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00018270:26G:eas-1, F41C3.4:ALG, CSR	eas-1, F41C3.4	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00018395:26G:F43E2.7, mtch-1:ALG	F43E2.7, mtch-1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00018423:26G:F44E2.10:ALG, CSR	F44E2.10	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00018575:26G:clec-119, F47F6.5:ALG, WAGO	clec-119, F47F6.5	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00018575:26G:clec-119, F47F6.5:ALG, WAGO	clec-119, F47F6.5	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00018773:26G:F53G12.8:ALG, WAGO	F53G12.8	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00018773:26G:F53G12.8:ALG, WAGO	F53G12.8	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00018847:26G:F55A3.1, marc-6:ALG, CSR	F55A3.1, marc-6	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00019001:26G:F57B10.3, ipgm-1:ALG, CSR	F57B10.3, ipgm-1	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00019608:26G:ani-2, K10B2.5:ALG, CSR	ani-2, K10B2.5	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00019877:26G:R05D3.2:ALG, CSR	R05D3.2	2	4	1	1	L1	1	0	Low dose
Gene:WBGene00019877:26G:R05D3.2:ALG, CSR	R05D3.2	2	8	3	1	L1	1	0	Low dose
Gene:WBGene00019877:26G:R05D3.2:ALG, CSR	R05D3.2	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00019909:26G:R06A10.1:ALG, WAGO	R06A10.1	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00019909:26G:R06A10.1:ALG, WAGO	R06A10.1	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00020349:26G:T08B2.11:ALG, WAGO	T08B2.11	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00020370:26G:T08H10.3:ALG	T08H10.3	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00020500:26G:T14B4.3:ALG, CSR	T14B4.3	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00020538:26G:T16A1.9:ERGO, WAGO	T16A1.9	2	8	7	1	L1	1	0	Low dose
Gene:WBGene00020538:26G:T16A1.9:ERGO, WAGO	T16A1.9	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00020824:26G:T26A8.1:ALG	T26A8.1	2	16	1	1	L1	1	0	Low dose
Gene:WBGene00020978:26G:W03B1.9:ALG	W03B1.9	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00021088:26G:W08E12.7:ALG, CSR	W08E12.7	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00021088:26G:W08E12.7:ALG, CSR	W08E12.7	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00021428:26G:Y38F2AR.10:ALG, WAGO	Y38F2AR.10	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00021456:26G:rfip-2, Y39F10B.1:ALG, CSR	rfip-2, Y39F10B.1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00021470:26G:tpxl-1, Y39G10AR.12:ALG, CSR	tpxl-1, Y39G10AR.12	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00021470:26G:tpxl-1, Y39G10AR.12:ALG, CSR	tpxl-1, Y39G10AR.12	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00021939:26G:Y55F3BR.2:ERGO, WAGO	Y55F3BR.2	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00022039:26G:Y65B4BL.7:ALG, WAGO	Y65B4BL.7	2	2	3	1	L1	1	0	Low dose
Gene:WBGene00022100:26G:Y69A2AR.31:ERGO, WAGO	Y69A2AR.31	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00022114:26G:Y71F9AL.9:ALG, CSR	Y71F9AL.9	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00022114:26G:Y71F9AL.9:ALG, CSR	Y71F9AL.9	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00022228:26G:Y73B6A.1:ALG	Y73B6A.1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00022228:26G:Y73B6A.1:ALG	Y73B6A.1	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00022678:26G:sar-1, ZK180.4:ALG, CSR	sar-1, ZK180.4	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00022728:26G:ZK402.1:ERGO, WAGO	ZK402.1	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00022729:26G:ZK402.2:ERGO, WAGO	ZK402.2	2	8	3	1	L1	1	0	Low dose
Gene:WBGene00022776:26G:perm-3, ZK616.6:ALG, CSR	perm-3, ZK616.6	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00022834:26G:ZK973.8:ALG, WAGO	ZK973.8	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00022876:26G:ZK1248.5:ALG	ZK1248.5	2	14	1	1	L1	0	1	Low dose
Gene:WBGene00044094:26G:fitm-2, ZK265.9:ALG, CSR	fitm-2, ZK265.9	1	20	1	0	L1	0	1	Low dose
Gene:WBGene00044117:NA:F26G5.12, srsx-10:unk	F26G5.12, srsx-10	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00044200:26G:H37A05.4:ERGO, WAGO	H37A05.4	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00044439:26G:Y51H7C.15:ERGO, WAGO	Y51H7C.15	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00044439:26G:Y51H7C.15:ERGO, WAGO	Y51H7C.15	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00044439:26G:Y51H7C.15:ERGO, WAGO	Y51H7C.15	1	18	3	0	L1	0	1	Low dose
Gene:WBGene00044662:NA:F26G1.9:unk	F26G1.9	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00044662:NA:F26G1.9:unk	F26G1.9	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00045366:26G:Y17D7C.3:ERGO, WAGO	Y17D7C.3	2	8	3	1	L1	1	0	Low dose
Gene:WBGene00050903:26G:Y17D7C.4:ERGO	Y17D7C.4	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00050903:26G:Y17D7C.4:ERGO	Y17D7C.4	2	6	1	1	L1	0	1	Low dose
Gene:WBGene00050903:26G:Y17D7C.4:ERGO	Y17D7C.4	2	16	3	1	L1	0	1	Low dose
Gene:WBGene00050973:NA:Y26G10.3:unk	Y26G10.3	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00175035:26G:F54C9.14:ALG	F54C9.14	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00189930:NA:Y26G10.5:unk	Y26G10.5	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00189930:NA:Y26G10.5:unk	Y26G10.5	2	14	1	1	L1	1	0	Low dose
Gene:WBGene00189930:NA:Y26G10.5:unk	Y26G10.5	1	18	3	0	L1	1	0	Low dose
Gene:WBGene00270318:NA:F26G1.15:unk	F26G1.15	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00000041:26G:aco-2, F54H12.1:ALG, CSR	aco-2, F54H12.1	2	4	3	1	L2	1	0	Low dose
Gene:WBGene00000041:26G:aco-2, F54H12.1:ALG, CSR	aco-2, F54H12.1	2	10	1	1	L2	1	0	Low dose
Gene:WBGene00000041:26G:aco-2, F54H12.1:ALG, CSR	aco-2, F54H12.1	1	16	5	0	L2	1	0	Low dose
Gene:WBGene00000114:26G:alh-8, F13D12.4:ALG	alh-8, F13D12.4	2	8	1	1	L2	0	1	Low dose
Gene:WBGene00000182:26G:arf-1, B0336.2:ALG, CSR	arf-1, B0336.2	2	10	1	1	L2	0	1	Low dose
Gene:WBGene00000182:26G:arf-1, B0336.2:ALG, CSR	arf-1, B0336.2	2	18	1	1	L2	0	1	Low dose
Gene:WBGene00000198:26G:art-1, C15F1.6:ALG	art-1, C15F1.6	1	20	1	0	L2	0	1	Low dose
Gene:WBGene00000230:26G:atp-3, F27C1.7:ALG	atp-3, F27C1.7	2	16	1	1	L2	0	1	Low dose
Gene:WBGene00000257:26G:bmk-1, F23B12.8:ALG, CSR	bmk-1, F23B12.8	2	4	7	1	L2	0	1	Low dose
Gene:WBGene00000257:26G:bmk-1, F23B12.8:ALG, CSR	bmk-1, F23B12.8	2	16	1	1	L2	0	1	Low dose
